#NAME: DoE 481-600
#TITLE: DoE
#COLUMN_NAMES: Numero | NomEssai | FluxExp | BK | COAL | NUCL | MT

481 Cas481 1.183510e+05 1.829218e+00 1.215200e+00 1.948147e+00 1.854621e+00 
482 Cas482 2.149435e+05 9.958848e-01 1.515200e+00 6.930446e-01 1.990984e+00 
483 Cas483 9.420284e+04 1.495885e+00 1.815200e+00 9.073303e-01 5.045079e-01 
484 Cas484 1.907953e+05 1.995885e+00 6.752000e-01 1.121616e+00 6.408715e-01 
485 Cas485 1.424991e+05 5.041152e-01 9.752000e-01 1.335902e+00 7.772352e-01 
486 Cas486 2.390916e+05 1.004115e+00 1.275200e+00 1.550187e+00 9.135988e-01 
487 Cas487 8.212878e+04 1.504115e+00 1.575200e+00 1.764473e+00 1.049962e+00 
488 Cas488 1.787213e+05 6.707819e-01 1.875200e+00 1.978759e+00 1.186326e+00 
489 Cas489 1.304250e+05 1.170782e+00 7.352000e-01 5.137443e-01 1.322690e+00 
490 Cas490 2.270175e+05 1.670782e+00 1.035200e+00 7.280300e-01 1.459053e+00 
491 Cas491 1.062769e+05 8.374486e-01 1.335200e+00 9.423157e-01 1.595417e+00 
492 Cas492 2.028694e+05 1.337449e+00 1.635200e+00 1.156601e+00 1.731781e+00 
493 Cas493 1.545732e+05 1.837449e+00 1.935200e+00 1.370887e+00 1.868144e+00 
494 Cas494 2.511657e+05 5.596708e-01 7.952000e-01 1.585173e+00 5.169046e-01 
495 Cas495 7.609175e+04 1.059671e+00 1.095200e+00 1.799459e+00 6.532682e-01 
496 Cas496 1.726842e+05 1.559671e+00 1.395200e+00 5.443565e-01 7.896319e-01 
497 Cas497 1.243880e+05 7.263374e-01 1.695200e+00 7.586422e-01 9.259955e-01 
498 Cas498 2.209805e+05 1.226337e+00 1.995200e+00 9.729279e-01 1.062359e+00 
499 Cas499 1.002399e+05 1.726337e+00 5.096000e-01 1.187214e+00 1.198723e+00 
500 Cas500 1.968324e+05 8.930041e-01 8.096000e-01 1.401499e+00 1.335086e+00 
501 Cas501 1.485361e+05 1.393004e+00 1.109600e+00 1.615785e+00 1.471450e+00 
502 Cas502 2.451286e+05 1.893004e+00 1.409600e+00 1.830071e+00 1.607814e+00 
503 Cas503 8.816581e+04 6.152263e-01 1.709600e+00 5.749688e-01 1.744177e+00 
504 Cas504 1.847583e+05 1.115226e+00 5.696000e-01 7.892545e-01 1.880541e+00 
505 Cas505 1.364621e+05 1.615226e+00 8.696000e-01 1.003540e+00 5.293013e-01 
506 Cas506 2.330546e+05 7.818930e-01 1.169600e+00 1.217826e+00 6.656649e-01 
507 Cas507 1.123139e+05 1.281893e+00 1.469600e+00 1.432112e+00 8.020285e-01 
508 Cas508 2.089064e+05 1.781893e+00 1.769600e+00 1.646397e+00 9.383922e-01 
509 Cas509 1.606102e+05 9.485597e-01 6.296000e-01 1.860683e+00 1.074756e+00 
510 Cas510 2.572027e+05 1.448560e+00 9.296000e-01 6.055810e-01 1.211119e+00 
511 Cas511 6.458366e+04 1.948560e+00 1.229600e+00 8.198667e-01 1.347483e+00 
512 Cas512 1.611762e+05 5.226337e-01 1.529600e+00 1.034152e+00 1.483847e+00 
513 Cas513 1.128799e+05 1.022634e+00 1.829600e+00 1.248438e+00 1.620210e+00 
514 Cas514 2.094724e+05 1.522634e+00 6.896000e-01 1.462724e+00 1.756574e+00 
515 Cas515 8.873178e+04 6.893004e-01 9.896000e-01 1.677010e+00 1.892938e+00 
516 Cas516 1.853243e+05 1.189300e+00 1.289600e+00 1.891295e+00 5.416980e-01 
517 Cas517 1.370280e+05 1.689300e+00 1.589600e+00 6.361933e-01 6.780616e-01 
518 Cas518 2.336205e+05 8.559671e-01 1.889600e+00 8.504790e-01 8.144252e-01 
519 Cas519 7.665772e+04 1.355967e+00 7.496000e-01 1.064765e+00 9.507889e-01 
520 Cas520 1.732502e+05 1.855967e+00 1.049600e+00 1.279050e+00 1.087153e+00 
521 Cas521 1.249540e+05 5.781893e-01 1.349600e+00 1.493336e+00 1.223516e+00 
522 Cas522 2.215465e+05 1.078189e+00 1.649600e+00 1.707622e+00 1.359880e+00 
523 Cas523 1.008058e+05 1.578189e+00 1.949600e+00 1.921908e+00 1.496243e+00 
524 Cas524 1.973983e+05 7.448560e-01 5.216000e-01 6.668055e-01 1.632607e+00 
525 Cas525 1.491021e+05 1.244856e+00 8.216000e-01 8.810912e-01 1.768971e+00 
526 Cas526 2.456946e+05 1.744856e+00 1.121600e+00 1.095377e+00 1.905334e+00 
527 Cas527 7.062069e+04 9.115226e-01 1.421600e+00 1.309663e+00 5.540947e-01 
528 Cas528 1.672132e+05 1.411523e+00 1.721600e+00 1.523948e+00 6.904583e-01 
529 Cas529 1.189169e+05 1.911523e+00 5.816000e-01 1.738234e+00 8.268219e-01 
530 Cas530 2.155094e+05 6.337449e-01 8.816000e-01 1.952520e+00 9.631856e-01 
531 Cas531 9.476881e+04 1.133745e+00 1.181600e+00 6.974177e-01 1.099549e+00 
532 Cas532 1.913613e+05 1.633745e+00 1.481600e+00 9.117035e-01 1.235913e+00 
533 Cas533 1.430651e+05 8.004115e-01 1.781600e+00 1.125989e+00 1.372276e+00 
534 Cas534 2.396576e+05 1.300412e+00 6.416000e-01 1.340275e+00 1.508640e+00 
535 Cas535 8.269475e+04 1.800412e+00 9.416000e-01 1.554561e+00 1.645004e+00 
536 Cas536 1.792873e+05 9.670782e-01 1.241600e+00 1.768846e+00 1.781367e+00 
537 Cas537 1.309910e+05 1.467078e+00 1.541600e+00 1.983132e+00 1.917731e+00 
538 Cas538 2.275835e+05 1.967078e+00 1.841600e+00 5.181175e-01 5.664914e-01 
539 Cas539 1.068429e+05 5.411523e-01 7.016000e-01 7.324032e-01 7.028550e-01 
540 Cas540 2.034354e+05 1.041152e+00 1.001600e+00 9.466889e-01 8.392186e-01 
541 Cas541 1.551391e+05 1.541152e+00 1.301600e+00 1.160975e+00 9.755823e-01 
542 Cas542 2.517316e+05 7.078189e-01 1.601600e+00 1.375260e+00 1.111946e+00 
543 Cas543 6.760217e+04 1.207819e+00 1.901600e+00 1.589546e+00 1.248310e+00 
544 Cas544 1.641947e+05 1.707819e+00 7.616000e-01 1.803832e+00 1.384673e+00 
545 Cas545 1.158984e+05 8.744856e-01 1.061600e+00 5.487297e-01 1.521037e+00 
546 Cas546 2.124909e+05 1.374486e+00 1.361600e+00 7.630154e-01 1.657400e+00 
547 Cas547 9.175030e+04 1.874486e+00 1.661600e+00 9.773011e-01 1.793764e+00 
548 Cas548 1.883428e+05 5.967078e-01 1.961600e+00 1.191587e+00 1.930128e+00 
549 Cas549 1.400465e+05 1.096708e+00 5.336000e-01 1.405873e+00 5.788881e-01 
550 Cas550 2.366390e+05 1.596708e+00 8.336000e-01 1.620158e+00 7.152517e-01 
551 Cas551 7.967624e+04 7.633745e-01 1.133600e+00 1.834444e+00 8.516153e-01 
552 Cas552 1.762687e+05 1.263374e+00 1.433600e+00 5.793419e-01 9.879790e-01 
553 Cas553 1.279725e+05 1.763374e+00 1.733600e+00 7.936277e-01 1.124343e+00 
554 Cas554 2.245650e+05 9.300412e-01 5.936000e-01 1.007913e+00 1.260706e+00 
555 Cas555 1.038244e+05 1.430041e+00 8.936000e-01 1.222199e+00 1.397070e+00 
556 Cas556 2.004169e+05 1.930041e+00 1.193600e+00 1.436485e+00 1.533434e+00 
557 Cas557 1.521206e+05 6.522634e-01 1.493600e+00 1.650771e+00 1.669797e+00 
558 Cas558 2.487131e+05 1.152263e+00 1.793600e+00 1.865056e+00 1.806161e+00 
559 Cas559 7.363920e+04 1.652263e+00 6.536000e-01 6.099542e-01 1.942524e+00 
560 Cas560 1.702317e+05 8.189300e-01 9.536000e-01 8.242399e-01 5.912847e-01 
561 Cas561 1.219355e+05 1.318930e+00 1.253600e+00 1.038526e+00 7.276484e-01 
562 Cas562 2.185280e+05 1.818930e+00 1.553600e+00 1.252811e+00 8.640120e-01 
563 Cas563 9.778733e+04 9.855967e-01 1.853600e+00 1.467097e+00 1.000376e+00 
564 Cas564 1.943798e+05 1.485597e+00 7.136000e-01 1.681383e+00 1.136739e+00 
565 Cas565 1.460836e+05 1.985597e+00 1.013600e+00 1.895668e+00 1.273103e+00 
566 Cas566 2.426761e+05 5.102881e-01 1.313600e+00 6.405664e-01 1.409467e+00 
567 Cas567 8.571327e+04 1.010288e+00 1.613600e+00 8.548521e-01 1.545830e+00 
568 Cas568 1.823058e+05 1.510288e+00 1.913600e+00 1.069138e+00 1.682194e+00 
569 Cas569 1.340095e+05 6.769547e-01 7.736000e-01 1.283424e+00 1.818557e+00 
570 Cas570 2.306020e+05 1.176955e+00 1.073600e+00 1.497709e+00 1.954921e+00 
571 Cas571 1.098614e+05 1.676955e+00 1.373600e+00 1.711995e+00 6.036814e-01 
572 Cas572 2.064539e+05 8.436214e-01 1.673600e+00 1.926281e+00 7.400451e-01 
573 Cas573 1.581576e+05 1.343621e+00 1.973600e+00 6.711787e-01 8.764087e-01 
574 Cas574 2.547501e+05 1.843621e+00 5.456000e-01 8.854644e-01 1.012772e+00 
575 Cas575 6.609292e+04 5.658436e-01 8.456000e-01 1.099750e+00 1.149136e+00 
576 Cas576 1.626854e+05 1.065844e+00 1.145600e+00 1.314036e+00 1.285500e+00 
577 Cas577 1.143892e+05 1.565844e+00 1.445600e+00 1.528322e+00 1.421863e+00 
578 Cas578 2.109817e+05 7.325103e-01 1.745600e+00 1.742607e+00 1.558227e+00 
579 Cas579 9.024104e+04 1.232510e+00 6.056000e-01 1.956893e+00 1.694591e+00 
580 Cas580 1.868335e+05 1.732510e+00 9.056000e-01 7.017909e-01 1.830954e+00 
581 Cas581 1.385373e+05 8.991770e-01 1.205600e+00 9.160766e-01 1.967318e+00 
582 Cas582 2.351298e+05 1.399177e+00 1.505600e+00 1.130362e+00 6.160781e-01 
583 Cas583 7.816698e+04 1.899177e+00 1.805600e+00 1.344648e+00 7.524418e-01 
584 Cas584 1.747595e+05 6.213992e-01 6.656000e-01 1.558934e+00 8.888054e-01 
585 Cas585 1.264632e+05 1.121399e+00 9.656000e-01 1.773219e+00 1.025169e+00 
586 Cas586 2.230557e+05 1.621399e+00 1.265600e+00 1.987505e+00 1.161533e+00 
587 Cas587 1.023151e+05 7.880658e-01 1.565600e+00 5.224906e-01 1.297896e+00 
588 Cas588 1.989076e+05 1.288066e+00 1.865600e+00 7.367763e-01 1.434260e+00 
589 Cas589 1.506114e+05 1.788066e+00 7.256000e-01 9.510621e-01 1.570624e+00 
590 Cas590 2.472039e+05 9.547325e-01 1.025600e+00 1.165348e+00 1.706987e+00 
591 Cas591 7.212995e+04 1.454733e+00 1.325600e+00 1.379633e+00 1.843351e+00 
592 Cas592 1.687224e+05 1.954733e+00 1.625600e+00 1.593919e+00 1.979715e+00 
593 Cas593 1.204262e+05 5.288066e-01 1.925600e+00 1.808205e+00 6.284748e-01 
594 Cas594 2.170187e+05 1.028807e+00 7.856000e-01 5.531029e-01 7.648385e-01 
595 Cas595 9.627807e+04 1.528807e+00 1.085600e+00 7.673886e-01 9.012021e-01 
596 Cas596 1.928706e+05 6.954733e-01 1.385600e+00 9.816743e-01 1.037566e+00 
597 Cas597 1.445743e+05 1.195473e+00 1.685600e+00 1.195960e+00 1.173929e+00 
598 Cas598 2.411668e+05 1.695473e+00 1.985600e+00 1.410246e+00 1.310293e+00 
599 Cas599 8.420401e+04 8.621399e-01 5.576000e-01 1.624531e+00 1.446657e+00 
600 Cas600 1.807965e+05 1.362140e+00 8.576000e-01 1.838817e+00 1.583020e+00 
