#NAME: DoE 1441-1560
#TITLE: DoE
#COLUMN_NAMES: Numero | NomEssai | FluxExp | BK | COAL | NUCL | MT

1441 Cas1441 1.229165e+05 1.609739e+00 1.307360e+00 5.987089e-01 7.604330e-01 
1442 Cas1442 1.357955e+05 7.764060e-01 1.607360e+00 8.129946e-01 8.967967e-01 
1443 Cas1443 1.196967e+05 1.276406e+00 1.907360e+00 1.027280e+00 1.033160e+00 
1444 Cas1444 1.325757e+05 1.776406e+00 7.673600e-01 1.241566e+00 1.169524e+00 
1445 Cas1445 1.261362e+05 9.430727e-01 1.067360e+00 1.455852e+00 1.305888e+00 
1446 Cas1446 1.390152e+05 1.443073e+00 1.367360e+00 1.670137e+00 1.442251e+00 
1447 Cas1447 1.180868e+05 1.943073e+00 1.667360e+00 1.884423e+00 1.578615e+00 
1448 Cas1448 1.309658e+05 6.652949e-01 1.967360e+00 6.293211e-01 1.714978e+00 
1449 Cas1449 1.245263e+05 1.165295e+00 5.393600e-01 8.436068e-01 1.851342e+00 
1450 Cas1450 1.374053e+05 1.665295e+00 8.393600e-01 1.057893e+00 1.987706e+00 
1451 Cas1451 1.213066e+05 8.319616e-01 1.139360e+00 1.272178e+00 5.012294e-01 
1452 Cas1452 1.341856e+05 1.331962e+00 1.439360e+00 1.486464e+00 6.375931e-01 
1453 Cas1453 1.277461e+05 1.831962e+00 1.739360e+00 1.700750e+00 7.739567e-01 
1454 Cas1454 1.406251e+05 9.986283e-01 5.993600e-01 1.915035e+00 9.103203e-01 
1455 Cas1455 1.172819e+05 1.498628e+00 8.993600e-01 6.599334e-01 1.046684e+00 
1456 Cas1456 1.301609e+05 1.998628e+00 1.199360e+00 8.742191e-01 1.183048e+00 
1457 Cas1457 1.237214e+05 5.013717e-01 1.499360e+00 1.088505e+00 1.319411e+00 
1458 Cas1458 1.366004e+05 1.001372e+00 1.799360e+00 1.302791e+00 1.455775e+00 
1459 Cas1459 1.205017e+05 1.501372e+00 6.593600e-01 1.517076e+00 1.592139e+00 
1460 Cas1460 1.333807e+05 6.680384e-01 9.593600e-01 1.731362e+00 1.728502e+00 
1461 Cas1461 1.269412e+05 1.168038e+00 1.259360e+00 1.945648e+00 1.864866e+00 
1462 Cas1462 1.398202e+05 1.668038e+00 1.559360e+00 6.905456e-01 5.136261e-01 
1463 Cas1463 1.188918e+05 8.347051e-01 1.859360e+00 9.048313e-01 6.499898e-01 
1464 Cas1464 1.317708e+05 1.334705e+00 7.193600e-01 1.119117e+00 7.863534e-01 
1465 Cas1465 1.253313e+05 1.834705e+00 1.019360e+00 1.333403e+00 9.227170e-01 
1466 Cas1466 1.382103e+05 5.569273e-01 1.319360e+00 1.547688e+00 1.059081e+00 
1467 Cas1467 1.221115e+05 1.056927e+00 1.619360e+00 1.761974e+00 1.195444e+00 
1468 Cas1468 1.349905e+05 1.556927e+00 1.919360e+00 1.976260e+00 1.331808e+00 
1469 Cas1469 1.285510e+05 7.235940e-01 7.793600e-01 5.112453e-01 1.468172e+00 
1470 Cas1470 1.414300e+05 1.223594e+00 1.079360e+00 7.255310e-01 1.604535e+00 
1471 Cas1471 1.162757e+05 1.723594e+00 1.379360e+00 9.398167e-01 1.740899e+00 
1472 Cas1472 1.291547e+05 8.902606e-01 1.679360e+00 1.154102e+00 1.877262e+00 
1473 Cas1473 1.227152e+05 1.390261e+00 1.979360e+00 1.368388e+00 5.260228e-01 
1474 Cas1474 1.355942e+05 1.890261e+00 5.513600e-01 1.582674e+00 6.623864e-01 
1475 Cas1475 1.194955e+05 6.124829e-01 8.513600e-01 1.796960e+00 7.987501e-01 
1476 Cas1476 1.323745e+05 1.112483e+00 1.151360e+00 5.418576e-01 9.351137e-01 
1477 Cas1477 1.259350e+05 1.612483e+00 1.451360e+00 7.561433e-01 1.071477e+00 
1478 Cas1478 1.388140e+05 7.791495e-01 1.751360e+00 9.704290e-01 1.207841e+00 
1479 Cas1479 1.178856e+05 1.279150e+00 6.113600e-01 1.184715e+00 1.344205e+00 
1480 Cas1480 1.307646e+05 1.779150e+00 9.113600e-01 1.399000e+00 1.480568e+00 
1481 Cas1481 1.243251e+05 9.458162e-01 1.211360e+00 1.613286e+00 1.616932e+00 
1482 Cas1482 1.372041e+05 1.445816e+00 1.511360e+00 1.827572e+00 1.753296e+00 
1483 Cas1483 1.211054e+05 1.945816e+00 1.811360e+00 5.724698e-01 1.889659e+00 
1484 Cas1484 1.339844e+05 5.198903e-01 6.713600e-01 7.867555e-01 5.384195e-01 
1485 Cas1485 1.275449e+05 1.019890e+00 9.713600e-01 1.001041e+00 6.747831e-01 
1486 Cas1486 1.404239e+05 1.519890e+00 1.271360e+00 1.215327e+00 8.111468e-01 
1487 Cas1487 1.170807e+05 6.865569e-01 1.571360e+00 1.429613e+00 9.475104e-01 
1488 Cas1488 1.299597e+05 1.186557e+00 1.871360e+00 1.643898e+00 1.083874e+00 
1489 Cas1489 1.235202e+05 1.686557e+00 7.313600e-01 1.858184e+00 1.220238e+00 
1490 Cas1490 1.363992e+05 8.532236e-01 1.031360e+00 6.030820e-01 1.356601e+00 
1491 Cas1491 1.203004e+05 1.353224e+00 1.331360e+00 8.173678e-01 1.492965e+00 
1492 Cas1492 1.331794e+05 1.853224e+00 1.631360e+00 1.031653e+00 1.629329e+00 
1493 Cas1493 1.267399e+05 5.754458e-01 1.931360e+00 1.245939e+00 1.765692e+00 
1494 Cas1494 1.396189e+05 1.075446e+00 7.913600e-01 1.460225e+00 1.902056e+00 
1495 Cas1495 1.186905e+05 1.575446e+00 1.091360e+00 1.674511e+00 5.508162e-01 
1496 Cas1496 1.315695e+05 7.421125e-01 1.391360e+00 1.888796e+00 6.871798e-01 
1497 Cas1497 1.251300e+05 1.242112e+00 1.691360e+00 6.336943e-01 8.235435e-01 
1498 Cas1498 1.380090e+05 1.742112e+00 1.991360e+00 8.479800e-01 9.599071e-01 
1499 Cas1499 1.219103e+05 9.087791e-01 5.057600e-01 1.062266e+00 1.096271e+00 
1500 Cas1500 1.347893e+05 1.408779e+00 8.057600e-01 1.276551e+00 1.232634e+00 
1501 Cas1501 1.283498e+05 1.908779e+00 1.105760e+00 1.490837e+00 1.368998e+00 
1502 Cas1502 1.412288e+05 6.310014e-01 1.405760e+00 1.705123e+00 1.505362e+00 
1503 Cas1503 1.166782e+05 1.131001e+00 1.705760e+00 1.919409e+00 1.641725e+00 
1504 Cas1504 1.295572e+05 1.631001e+00 5.657600e-01 6.643065e-01 1.778089e+00 
1505 Cas1505 1.231177e+05 7.976680e-01 8.657600e-01 8.785923e-01 1.914453e+00 
1506 Cas1506 1.359967e+05 1.297668e+00 1.165760e+00 1.092878e+00 5.632129e-01 
1507 Cas1507 1.198980e+05 1.797668e+00 1.465760e+00 1.307164e+00 6.995765e-01 
1508 Cas1508 1.327770e+05 9.643347e-01 1.765760e+00 1.521449e+00 8.359402e-01 
1509 Cas1509 1.263375e+05 1.464335e+00 6.257600e-01 1.735735e+00 9.723038e-01 
1510 Cas1510 1.392165e+05 1.964335e+00 9.257600e-01 1.950021e+00 1.108667e+00 
1511 Cas1511 1.182881e+05 5.384088e-01 1.225760e+00 6.949188e-01 1.245031e+00 
1512 Cas1512 1.311671e+05 1.038409e+00 1.525760e+00 9.092045e-01 1.381395e+00 
1513 Cas1513 1.247276e+05 1.538409e+00 1.825760e+00 1.123490e+00 1.517758e+00 
1514 Cas1514 1.376066e+05 7.050754e-01 6.857600e-01 1.337776e+00 1.654122e+00 
1515 Cas1515 1.215078e+05 1.205075e+00 9.857600e-01 1.552062e+00 1.790486e+00 
1516 Cas1516 1.343868e+05 1.705075e+00 1.285760e+00 1.766347e+00 1.926849e+00 
1517 Cas1517 1.279473e+05 8.717421e-01 1.585760e+00 1.980633e+00 5.756096e-01 
1518 Cas1518 1.408263e+05 1.371742e+00 1.885760e+00 5.156185e-01 7.119732e-01 
1519 Cas1519 1.174831e+05 1.871742e+00 7.457600e-01 7.299042e-01 8.483369e-01 
1520 Cas1520 1.303621e+05 5.939643e-01 1.045760e+00 9.441899e-01 9.847005e-01 
1521 Cas1521 1.239226e+05 1.093964e+00 1.345760e+00 1.158476e+00 1.121064e+00 
1522 Cas1522 1.368016e+05 1.593964e+00 1.645760e+00 1.372761e+00 1.257428e+00 
1523 Cas1523 1.207029e+05 7.606310e-01 1.945760e+00 1.587047e+00 1.393791e+00 
1524 Cas1524 1.335819e+05 1.260631e+00 5.177600e-01 1.801333e+00 1.530155e+00 
1525 Cas1525 1.271424e+05 1.760631e+00 8.177600e-01 5.462307e-01 1.666519e+00 
1526 Cas1526 1.400214e+05 9.272977e-01 1.117760e+00 7.605165e-01 1.802882e+00 
1527 Cas1527 1.190930e+05 1.427298e+00 1.417760e+00 9.748022e-01 1.939246e+00 
1528 Cas1528 1.319720e+05 1.927298e+00 1.717760e+00 1.189088e+00 5.880063e-01 
1529 Cas1529 1.255325e+05 6.495199e-01 5.777600e-01 1.403374e+00 7.243699e-01 
1530 Cas1530 1.384115e+05 1.149520e+00 8.777600e-01 1.617659e+00 8.607336e-01 
1531 Cas1531 1.223128e+05 1.649520e+00 1.177760e+00 1.831945e+00 9.970972e-01 
1532 Cas1532 1.351918e+05 8.161866e-01 1.477760e+00 5.768430e-01 1.133461e+00 
1533 Cas1533 1.287523e+05 1.316187e+00 1.777760e+00 7.911287e-01 1.269824e+00 
1534 Cas1534 1.416313e+05 1.816187e+00 6.377600e-01 1.005414e+00 1.406188e+00 
1535 Cas1535 1.159487e+05 9.828532e-01 9.377600e-01 1.219700e+00 1.542552e+00 
1536 Cas1536 1.288277e+05 1.482853e+00 1.237760e+00 1.433986e+00 1.678915e+00 
1537 Cas1537 1.223882e+05 1.982853e+00 1.537760e+00 1.648272e+00 1.815279e+00 
1538 Cas1538 1.352672e+05 5.075446e-01 1.837760e+00 1.862557e+00 1.951643e+00 
1539 Cas1539 1.191685e+05 1.007545e+00 6.977600e-01 6.074552e-01 6.004030e-01 
1540 Cas1540 1.320475e+05 1.507545e+00 9.977600e-01 8.217409e-01 7.367666e-01 
1541 Cas1541 1.256080e+05 6.742112e-01 1.297760e+00 1.036027e+00 8.731303e-01 
1542 Cas1542 1.384870e+05 1.174211e+00 1.597760e+00 1.250312e+00 1.009494e+00 
1543 Cas1543 1.175586e+05 1.674211e+00 1.897760e+00 1.464598e+00 1.145858e+00 
1544 Cas1544 1.304376e+05 8.408779e-01 7.577600e-01 1.678884e+00 1.282221e+00 
1545 Cas1545 1.239981e+05 1.340878e+00 1.057760e+00 1.893170e+00 1.418585e+00 
1546 Cas1546 1.368771e+05 1.840878e+00 1.357760e+00 6.380675e-01 1.554948e+00 
1547 Cas1547 1.207784e+05 5.631001e-01 1.657760e+00 8.523532e-01 1.691312e+00 
1548 Cas1548 1.336574e+05 1.063100e+00 1.957760e+00 1.066639e+00 1.827676e+00 
1549 Cas1549 1.272179e+05 1.563100e+00 5.297600e-01 1.280925e+00 1.964039e+00 
1550 Cas1550 1.400969e+05 7.297668e-01 8.297600e-01 1.495210e+00 6.127997e-01 
1551 Cas1551 1.167537e+05 1.229767e+00 1.129760e+00 1.709496e+00 7.491633e-01 
1552 Cas1552 1.296327e+05 1.729767e+00 1.429760e+00 1.923782e+00 8.855269e-01 
1553 Cas1553 1.231932e+05 8.964335e-01 1.729760e+00 6.686797e-01 1.021891e+00 
1554 Cas1554 1.360722e+05 1.396433e+00 5.897600e-01 8.829654e-01 1.158254e+00 
1555 Cas1555 1.199734e+05 1.896433e+00 8.897600e-01 1.097251e+00 1.294618e+00 
1556 Cas1556 1.328524e+05 6.186557e-01 1.189760e+00 1.311537e+00 1.430981e+00 
1557 Cas1557 1.264129e+05 1.118656e+00 1.489760e+00 1.525823e+00 1.567345e+00 
1558 Cas1558 1.392919e+05 1.618656e+00 1.789760e+00 1.740108e+00 1.703709e+00 
1559 Cas1559 1.183635e+05 7.853224e-01 6.497600e-01 1.954394e+00 1.840072e+00 
1560 Cas1560 1.312425e+05 1.285322e+00 9.497600e-01 6.992920e-01 1.976436e+00 
